rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
RH_fiche_139_,Ref_0139,,,31,=31=,Saint-Jean,,Centre Social Les Granges / Saint Jean,,31240,33 route d'Albi,ter,33 route d'Albi 31240 Saint-Jean,,,,Centre social,,05 32 09 68 37,43.664503,1.50383,33 Route d’Albi 31240 Saint-Jean,0.96,housenumber,31488_b25y8n_00033,33,Route d’Albi,,31240,Saint-Jean,"31, Haute-Garonne, Occitanie",31488,,,
RH_fiche_140_,Ref_0140,,,31,=31=,Saint-Jean,,CREATEC - LES GRANGES,ASSOCIATION MJC SAINT JEAN,31240,33 terue route d'Albi,,33 terue route d'Albi 31240 Saint-Jean,,,ASSOCIATION,,,,43.664503,1.50383,33 Route d’Albi 31240 Saint-Jean,0.82,housenumber,31488_b25y8n_00033,33,Route d’Albi,,31240,Saint-Jean,"31, Haute-Garonne, Occitanie",31488,,,
RH_fiche_141_,Ref_0141,,,31,=31=,Saint-Lys,,MJC-Centre social,,31470,1 Rue des Glycines,,1 Rue des Glycines 31470 Saint-Lys,,,,Centre social,,05 34 48 56 91,43.511462,1.17435,1 Rue des Glycines 31470 Saint-Lys,0.96,housenumber,31499_0138_00001,1,Rue des Glycines,,31470,Saint-Lys,"31, Haute-Garonne, Occitanie",31499,,,
RH_fiche_142_,Ref_0142,,,31,=31=,Toulouse,,Médiathèque Grand M,,31000,37 avenue de la Reynerie,,37 avenue de la Reynerie 31000 Toulouse,,,collectivité territoriale,Bibliothèque,,05 81 91 79 40,43.567207,1.400819,37 Avenue de Reynerie 31100 Toulouse,0.85,housenumber,31555_7454_00037,37,Avenue de Reynerie,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_143_,Ref_0143,,,31,=31=,Toulouse,,Combustible numérique,,31200,Atelier TA – 32 rue des Jumeaux,,Atelier TA – 32 rue des Jumeaux 31200 Toulouse,,,Association,Intervention itinérante  possible auprès de structures ou collectivités,,06 52 06 14 15,43.615491,1.45039,Rue des Jumeaux 31200 Toulouse,0.68,street,31555_4844,,Rue des Jumeaux,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_144_,Ref_0144,,,31,=31=,Toulouse,,Trajectoire vers l'emploi,,31000,18 rue des couteliers,,18 rue des couteliers 31000 Toulouse,,,Association,Association,,05 34 41 15 99,43.598479,1.44181,18 Rue des Couteliers 31000 Toulouse,0.98,housenumber,31555_2372_00018,18,Rue des Couteliers,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_145_,Ref_0145,,,31,=31=,Toulouse,,Lieu Ressource Formation,,31100,11 Place André Abbal,,11 Place André Abbal 31100 Toulouse,,,Association,Organisme de formation,,05 62 48 53 20,43.571324,1.40088,11 Place André Abbal 31100 Toulouse,0.98,housenumber,31555_0287_00011,11,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_146_,Ref_0146,,,31,=31=,Toulouse,,CSF – Section Mirail,,31000,14 cheminement le Tintoret,,14 cheminement le Tintoret 31000 Toulouse,,,Association,Association,,,43.561405,1.398273,14 Cheminement le Tintoret 31100 Toulouse,0.93,housenumber,31555_8435_00014,14,Cheminement le Tintoret,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_147_,Ref_0147,,,31,=31=,Toulouse,,ADPAM,,31000,,,31000 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_148_,Ref_0148,,,31,=31=,Toulouse,,Mieux Vivre Ensemble à la Gloire,,31000,2 rue du général Baurot,,2 rue du général Baurot 31000 Toulouse,,,Association,,,,43.607658,1.470667,2 Rue du Général Baurot 31500 Toulouse,0.88,housenumber,31555_3809_00002,2,Rue du Général Baurot,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_149_,Ref_0149,,,31,=31=,Toulouse,,Mission Locale Bagatelle,Mission locale Toulouse,31100,35 rue du Lot,,35 rue du Lot 31100 Toulouse,,,,,,05 61 41 35 28,43.580211,1.411514,35 Rue du Lot 31100 Toulouse,0.98,housenumber,31555_5340_00035,35,Rue du Lot,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_150_,Ref_0150,,,31,=31=,Toulouse,,ASTREE,,31000,,,31000 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_151_,Ref_0151,,,31,=31=,Toulouse,,La case de santé,,31000,17 place Arnaud Bernard,,17 place Arnaud Bernard 31000 Toulouse,,,Association,,,05 61 23 62 35,43.610785,1.439371,17 Place Arnaud Bernard 31000 Toulouse,0.98,housenumber,31555_0520_00017,17,Place Arnaud Bernard,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_152_,Ref_0152,,,31,=31=,Toulouse,,Café social,,31000,38 rue Roquelaine,,38 rue Roquelaine 31000 Toulouse,,,Association,,,06 18 57 02 52,43.6114,1.44663,38 Rue Roquelaine 31000 Toulouse,0.98,housenumber,31555_7604_00038,38,Rue Roquelaine,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_153_,Ref_0153,,,31,=31=,Toulouse,,Mairie de quartier de Serveyrolles – Soupetard,,31000,,,31000 Toulouse,,,collectivité territoriale,Mairie de quartier,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_154_,Ref_0154,,,31,=31=,Toulouse,,Maison de la citoyenneté Centre,,31000,5 rue Paul Mériel,,5 rue Paul Mériel 31000 Toulouse,,,collectivité territoriale,Maison de la citoyenneté,,,43.603967,1.448082,5 Rue Paul Mériel 31000 Toulouse,0.97,housenumber,31555_6632_00005,5,Rue Paul Mériel,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_155_,Ref_0155,,,31,=31=,Toulouse,,CCAS,,31000,2 bis rue de belfort,,2 bis rue de belfort 31000 Toulouse,,,collectivité territoriale,,,05 61 58 85 85,43.608668,1.452002,2bis Rue de Belfort 31000 Toulouse,0.9,housenumber,31555_1000_00002_bis,2bis,Rue de Belfort,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_156_,Ref_0156,,,31,=31=,Toulouse,,Centre d'Animation Soupetard,Toulouse Metropôle,31500,63 Chemin de Hérédia,,63 Chemin de Hérédia 31500 Toulouse,,,,,,05 31 22 99 70,43.614242,1.474656,63 Chemin de Heredia 31500 Toulouse,0.98,housenumber,31555_4216_00063,63,Chemin de Heredia,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_157_,Ref_0157,,,31,=31=,Toulouse,,MediPass,,31000,Le Clos Cezanne 40 chemin Amouroux,,Le Clos Cezanne 40 chemin Amouroux 31000 Toulouse,,,Association,,,06 10 45 05 29,43.62939,1.46575,40 Chemin Amouroux 31500 Toulouse,0.61,housenumber,31555_0260_00040,40,Chemin Amouroux,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_158_,Ref_0158,,,31,=31=,Toulouse,,Olympe SAVIF,,31000,3 Place Guy Hersant,Maison des associations,3 Place Guy Hersant 31000 Toulouse,,,Association,,,05 61 25 16 13,43.577458,1.444038,3 Place Guy Hersant 31400 Toulouse,0.87,housenumber,31555_4074_00003,3,Place Guy Hersant,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_159_,Ref_0159,,,31,=31=,Toulouse,,CPAM Bagatelle,CPAM,31100,33 rue du Lot,,33 rue du Lot 31100 Toulouse,,,,Antenne CPAM,,3646 (numéro payant),43.580461,1.410717,33 Rue du Lot 31100 Toulouse,0.98,housenumber,31555_5340_00033,33,Rue du Lot,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_160_,Ref_0160,,,31,=31=,Toulouse,,Partage Faourette,,31100,13 rue de l'ukraine,,13 rue de l'ukraine 31100 Toulouse,,,,Centre social,,05 34 60 13 16,43.579038,1.414906,13 Rue de l’Ukraine 31100 Toulouse,0.97,housenumber,31555_8658_00013,13,Rue de l’Ukraine,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_161_,Ref_0161,,,31,=31=,Toulouse,,Pôle Emploi La Cepiere,Pôle Emploi,31100,4 Chemin du Pigeonnierue de Cepière,,4 Chemin du Pigeonnierue de Cepière 31100 Toulouse,,,,Agence Pôle Emploi,,39 49 (numéro payant),43.586132,1.400742,4 Chemin du Pigeonnier de la Cépière 31100 Toulouse,0.85,housenumber,31555_6926_00004,4,Chemin du Pigeonnier de la Cépière,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_162_,Ref_0162,,,31,=31=,Toulouse,,"Pôle Emploi
Bellefontaine",Pôle Emploi,31100,63 allées de Bellefontaine,,63 allées de Bellefontaine 31100 Toulouse,,,,Agence Pôle Emploi,,39 49 (numéro payant),43.565759,1.399923,63 Allée de Bellefontaine 31100 Toulouse,0.91,housenumber,31555_1009_00063,63,Allée de Bellefontaine,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_163_,Ref_0163,,,31,=31=,Toulouse,,APSEM,,31100,3 rue Erik SATIE BP 35711,31057 Toulouse cedex 1,3 rue Erik SATIE BP 35711 31100 Toulouse,,,Association,,,05 34 60 39 40,43.568096,1.404642,3 Rue Erik Satie 31100 Toulouse,0.76,housenumber,31555_3034_00003,3,Rue Erik Satie,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_164_,Ref_0164,,,31,=31=,Toulouse,,Bell'Arc en Ciel,,31100,14 passage G Duhamel,Apt 299,14 passage G Duhamel 31100 Toulouse,,,Association,,,09 66 82 55 84,43.563623,1.394212,14 Passage Georges Duhamel 31100 Toulouse,0.8,housenumber,31555_3849_00014,14,Passage Georges Duhamel,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_165_,Ref_0165,,,31,=31=,Toulouse,,Maison des Solidarites,Conseil Départemental,31100,9 rue du Doyen Lefebvre,,9 rue du Doyen Lefebvre 31100 Toulouse,,,collectivité territoriale,,,05 62 87 41 50 ,43.566876,1.396803,9 Rue du Doyen Lefebvre 31100 Toulouse,0.97,housenumber,31555_2766_00009,9,Rue du Doyen Lefebvre,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_166_,Ref_0166,,,31,=31=,Toulouse,,Regie de quartier Bellefontaine Services,,31100,41 rue Rimont,,41 rue Rimont 31100 Toulouse,,,Association,,,09 53 17 88 71,43.562362,1.403889,Rue de Rimont 31100 Toulouse,0.8,street,31555_7480,,Rue de Rimont,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_167_,Ref_0167,,,31,=31=,Toulouse,,Conciergerie solidaire Desbals services,,31100,135 rue henri desbals,,135 rue henri desbals 31100 Toulouse,,,Association,,,05 62 14 12 55,43.581193,1.413177,135 Rue Henri Desbals 31100 Toulouse,0.99,housenumber,31555_4140_00135,135,Rue Henri Desbals,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_168_,Ref_0168,,,31,=31=,Toulouse,,Les imaginations fertiles,,31100,2 rue Raymond Lizop,,2 rue Raymond Lizop 31100 Toulouse,,,Association,,,05 61 40 92 16,43.567259,1.39852,2 Rue Raymond Lizop 31100 Toulouse,0.97,housenumber,31555_7314_00002,2,Rue Raymond Lizop,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_169_,Ref_0169,,,31,=31=,Toulouse,,"Regie de quartier
Reynerie Services",,31100,12 place Abbal,,12 place Abbal 31100 Toulouse,,,Association,,,05 61 44 26 03,43.571325,1.40107,12 Place André Abbal 31100 Toulouse,0.82,housenumber,31555_0287_00012,12,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_170_,Ref_0170,,,31,=31=,Toulouse,,Alliances et Cultures MUP,,31100,14 chemin du Mirail,,14 chemin du Mirail 31100 Toulouse,,,Association,,,05 61 44 67 63,43.58124,1.400011,14 Chemin du Mirail 31100 Toulouse,0.97,housenumber,31555_5976_00014,14,Chemin du Mirail,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_171_,Ref_0171,,,31,=31=,Toulouse,,Mission Locale Mirail,Mission locale Toulouse,31100,4 allée André Maginot,,4 allée André Maginot 31100 Toulouse,,,Association,,,05 61 41 77 33,43.571597,1.402813,4 Allée André Maginot 31100 Toulouse,0.97,housenumber,31555_0337_00004,4,Allée André Maginot,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_172_,Ref_0172,,,31,=31=,Toulouse,,Maison de l'initiative,,31100,,,31100 Toulouse,,,Association,,,05 34 63 81 10,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_173_,Ref_0173,,,31,=31=,Toulouse,,N pays Okhan,,31100,,,31100 Toulouse,,,Association,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_174_,Ref_0174,,,31,=31=,Toulouse,,Parle avec elles,,31100,2 rue Jean Gilles,,2 rue Jean Gilles 31100 Toulouse,,,Association,,,06 29 17 61 04,43.572437,1.401823,2 Rue Jean Gilles 31100 Toulouse,0.98,housenumber,31555_4582_00002,2,Rue Jean Gilles,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_175_,Ref_0175,,,31,=31=,Toulouse,,L'Ecole et Nous,,31100,10 cheminement Le Tintoret,,10 cheminement Le Tintoret 31100 Toulouse,,,Association,,,05 61 40 49 68 / 06 14 23 25 88,43.561224,1.398586,10 Cheminement le Tintoret 31100 Toulouse,0.98,housenumber,31555_8435_00010,10,Cheminement le Tintoret,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_176_,Ref_0176,,,31,=31=,Toulouse,,Bas d'immeubles,,31100,3 chemin Vincent d'Indy,,3 chemin Vincent d'Indy 31100 Toulouse,,,Association,,,05.62.14.19.70 / 09 72 83 40 47,43.570219,1.406308,3 Cheminement Vincent d’Indy 31100 Toulouse,0.83,housenumber,31555_8897_00003,3,Cheminement Vincent d’Indy,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_177_,Ref_0177,,,31,=31=,Toulouse,,Voir et comprendre,,31100,18 avenue Winston Churchill,,18 avenue Winston Churchill 31100 Toulouse,,,Association,,,05 62 14 18 19,43.571984,1.401461,18 Avenue Winston Churchill 31100 Toulouse,0.98,housenumber,31555_8962_00018,18,Avenue Winston Churchill,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_178_,Ref_0178,,,31,=31=,Toulouse,,Centre social municipal Bellefontaine Lafourguette,,31100,3 impasse Foulquier,,3 impasse Foulquier 31100 Toulouse,,,,Centre social,,,43.565354,1.40215,3 Impasse François Foulquier 31100 Toulouse,0.78,housenumber,31555_3506_00003,3,Impasse François Foulquier,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_179_,Ref_0179,,,31,=31=,Toulouse,,Centre social alliances & Cultures Mirail rive droite,,31100,2 cheminement andré messager,,2 cheminement andré messager 31100 Toulouse,,,,Centre social,,05 61 44 67 63,43.572473,1.405883,Cheminement André Messager 31100 Toulouse,0.93,street,31555_0318,,Cheminement André Messager,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_180_,Ref_0180,,,31,=31=,Toulouse,,"Centre social
CAF Reynerie",,31100,15 place Abbal,,15 place Abbal 31100 Toulouse,,,,Centre social,Service public,05 34 60 83 92,43.571282,1.402395,15 Place André Abbal 31100 Toulouse,0.82,housenumber,31555_0287_00015,15,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_181_,Ref_0181,,,31,=31=,Toulouse,,Espaces Seniors Connectes,,31100,14 place Abbal,,14 place Abbal 31100 Toulouse,,,Collectivité territoriale,,,,43.571328,1.401353,14 Place André Abbal 31100 Toulouse,0.82,housenumber,31555_0287_00014,14,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_182_,Ref_0182,,,31,=31=,Toulouse,,point information jeunesse (PIJ) Mirail,,31100,6 chemin Edgarue Varese,,6 chemin Edgarue Varese 31100 Toulouse,,,Association,,,05 61 72 45 37,43.573614,1.40405,6 Cheminement Edgard Varèse 31100 Toulouse,0.73,housenumber,31555_2874_00006,6,Cheminement Edgard Varèse,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_183_,Ref_0183,,,31,=31=,Toulouse,,PIJ,,31100,,,31100 Toulouse,,,,,,,43.603746,1.434497,Toulouse,0.72,municipality,31555,,Toulouse,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_184_,Ref_0184,,,31,=31=,Toulouse,,MCEF,,31100,57 allées de Bellefontaine,,57 allées de Bellefontaine 31100 Toulouse,,,,,,,43.565245,1.400657,57 Allée de Bellefontaine 31100 Toulouse,0.91,housenumber,31555_1009_00057,57,Allée de Bellefontaine,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_185_,Ref_0185,,,31,=31=,Toulouse,,maison des solidarités Borderouge,Conseil départemental,31200,4 rue françoise d'eaubonne,Bat A,4 rue françoise d'eaubonne 31200 Toulouse,,,collectivité territoriale,,,05 34 36 17 00,43.642506,1.453359,4 Rue Françoise d’Eaubonne 31200 Toulouse,0.97,housenumber,31555_3549_00004,4,Rue Françoise d’Eaubonne,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_186_,Ref_0186,,,31,=31=,Toulouse,,LA FABRIQUE SOLIDAIRE DES MINIMES (FA SOL MI),,31200,29 bis avenue des Mazades,local des Mazades,29 bis avenue des Mazades 31200 Toulouse,,,Association,,,05 61 25 38 28,43.623129,1.441383,29bis Avenue des Mazades 31200 Toulouse,0.91,housenumber,31555_5848_00029_bis,29bis,Avenue des Mazades,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_187_,Ref_0187,,,31,=31=,Toulouse,,Pole Emploi Borderouge,Pole Emploi,31200,6 rue françoise d'eaubonne,Bat C,6 rue françoise d'eaubonne 31200 Toulouse,,,,Agence Pôle Emploi,,,43.643232,1.453016,6 Rue Françoise d’Eaubonne 31200 Toulouse,0.97,housenumber,31555_3549_00006,6,Rue Françoise d’Eaubonne,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_188_,Ref_0188,,,31,=31=,Toulouse,,Parole expression,,31200,19 rue Marc Arcis,,19 rue Marc Arcis 31200 Toulouse,,,Association,,,05 82 95 67 80,43.623632,1.43616,19 Rue Marc Arcis 31200 Toulouse,0.98,housenumber,31555_5588_00019,19,Rue Marc Arcis,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_189_,Ref_0189,,,31,=31=,Toulouse,,maison des solidarités Minimes,Conseil départemental,31200,33 rue joseph jacquard,,33 rue joseph jacquard 31200 Toulouse,,,collectivité territoriale,,,05 62 72 77 80,43.623466,1.427715,33 Rue Joseph Jacquard 31200 Toulouse,0.98,housenumber,31555_4756_00033,33,Rue Joseph Jacquard,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_190_,Ref_0190,,,31,=31=,Toulouse,,Secours populaire,Secours populaire,31200,147 avenue des etats unis,,147 avenue des etats unis 31200 Toulouse,,,Association,,,05 34 40 34 40,43.63554,1.43059,147 Avenue des Etats Unis 31200 Toulouse,0.99,housenumber,31555_3104_00147,147,Avenue des Etats Unis,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_191_,Ref_0191,,,31,=31=,Toulouse,,Secours catholique,Secours catholique,31200,place du marche aux cochons,,place du marche aux cochons 31200 Toulouse,,,Association,,,05 34 25 67 40,43.620412,1.435066,Place du Marché aux Cochons 31200 Toulouse,0.97,street,31555_5632,,Place du Marché aux Cochons,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_192_,Ref_0192,,,31,=31=,Toulouse,,point information jeunesse (PIJ) Quartier Nord,,31200,118 Boulevard Pierre et Marie Curie,,118 Boulevard Pierre et Marie Curie 31200 Toulouse,,,Association,,,05 62 72 23 78,43.626305,1.43686,118 Boulevard Pierre et Marie Curie 31200 Toulouse,0.99,housenumber,31555_6880_00118,118,Boulevard Pierre et Marie Curie,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_193_,Ref_0193,,,31,=31=,Toulouse,,Entr'act solidarite,,31200,148 avenue de fronton,,148 avenue de fronton 31200 Toulouse,,,Association,,,05 61 55 59 26,43.637631,1.433421,148 Avenue de Fronton 31200 Toulouse,0.99,housenumber,31555_3620_00148,148,Avenue de Fronton,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_194_,Ref_0194,,,31,=31=,Toulouse,,Mission Locale Antenne quartier nord,,31200,1 rue ernest renan,,1 rue ernest renan 31200 Toulouse,,,Association,,,05 61 57 59 92,43.632985,1.443884,Rue Ernest Renan 31200 Toulouse,0.92,street,31555_3044,,Rue Ernest Renan,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_195_,Ref_0195,,,31,=31=,Toulouse,,Centre social Alliances & Cultures Cap Nord,,31200,12 rue Clouet,,12 rue Clouet 31200 Toulouse,,,,Centre social,,05 61 13 35 96,43.631471,1.43278,12 Rue Marcel Clouet 31200 Toulouse,0.79,housenumber,31555_5604_00012,12,Rue Marcel Clouet,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_196_,Ref_0196,,,31,=31=,Toulouse,,CCPS et CARMI,,31200,44 chemin des izards,,44 chemin des izards 31200 Toulouse,,,,Centre social,,05 62 72 48 50,43.639736,1.4445,44 Chemin des Izards 31200 Toulouse,0.98,housenumber,31555_4380_00044,44,Chemin des Izards,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_197_,Ref_0197,,,31,=31=,Toulouse,,Alliances et Cultures Les Troênes,,31200,69 rue des Troênes,,69 rue des Troênes 31200 Toulouse,,,,Centre social,,05 61 57 14 71,43.617705,1.414786,69 Rue des Troènes 31200 Toulouse,0.98,housenumber,31555_8588_00069,69,Rue des Troènes,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_198_,Ref_0198,,,31,=31=,Toulouse,,Antenne CCPS Picarel,,31200,26 allées Django Reinhard,,26 allées Django Reinhard 31200 Toulouse,,,,Centre social,,05 61 70 45 62,43.647936,1.411325,Allée Django Reinhardt 31200 Toulouse,0.78,street,31555_2671,,Allée Django Reinhardt,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_199_,Ref_0199,,,31,=31=,Toulouse,,Antenne CCPS Les Chênes,,31200,49 rue des mésanges,,49 rue des mésanges 31200 Toulouse,,,,Centre social,,05 62 75 46 29,43.660754,1.411986,49 Rue des Mésanges 31200 Toulouse,0.98,housenumber,31555_5898_00049,49,Rue des Mésanges,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_200_,Ref_0200,,,31,=31=,Toulouse,,Centre social Izards/Borderouge,,31200,1 place Micoulaud,,1 place Micoulaud 31200 Toulouse,,,,Centre social,,05 67 04 14 80,43.638147,1.444005,Place Micoulaud 31100 Toulouse,0.8,locality,31555_5935,,Place Micoulaud,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
