rh_id,n_ref,statut_infos,departement,ville,nom,structure_porteuse,code_postal,adresse,adresse_suite,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet
RH_fiche_344_,,,31,Toulouse,FFPE,,31500,1  rue Léon Jouhaux ,,,,,,Association,,,www.ffpe-toulouse.org
RH_fiche_345_,,,31,Toulouse,Mission Locale centre,,31500,24 rue Garipuy,,,,,,Association,,,
RH_fiche_346_,,,31,Toulouse,Mission Locale Antenne Jolimont,,31500,,,,,,,Association,,,
RH_fiche_347_,,,31,Toulouse,Agir et devenir,,31500,,,,,,,Association,,agiretdevenir@live.fr,
RH_fiche_348_,,,31,Toulouse,Centre social Jean Rieux,,31500,,,,,,,Centre social,,,https://www.cpjr.fr/
RH_fiche_349_,,,31,Toulouse,APSAR,,31500,70 chemin michoun,,,,,,Centre social,05 61 58 24 63,,
RH_fiche_350_,,,31,Toulouse,Centre social Jolimont,,31500,11 avenue de l'observatoire,,,,,,Centre social,05 67 77 44 80,,
RH_fiche_351_,,,31,Toulouse,Maison Des Solidarités Bonnefoy/Amouroux,,31500,3 rue du faubourg bonnefoy,,,,,,Conseil Départemental,05 34 25 51 00,,
RH_fiche_352_,,,31,Toulouse,Centre social polyvalent Jean Rieux,,31500,157 avenue jean rieux,,,,,,FIGO Centre social,05 61 54 80 00,,www.cpjr.fr
RH_fiche_353_,,,31,Toulouse,Centre social ASPAR,,31500,70 chemin Michoun,,,,,,FIGO Centre social,,,
RH_fiche_354_,,,31,Toulouse,Centre social Jolimont Soupetard,,31500,Antenne soupetard 12 rue charles garnier,,,,,,FIGO Centre social,05 31 22 95 15,Jolimont.cs@mairie-toulouse.fr,
RH_fiche_355_,,,31,Toulouse,Mediatheque Jose Cabanis,,31500,,,,,,,Mairie,,,
RH_fiche_356_,,,31,Toulouse,Maison de la citoyenneté Est,,31500,8 bis avenue du parc,,,,,,Mairie,05 31 22 93 00,mdc.est@mairie-toulouse.fr,
RH_fiche_357_,,,31,Toulouse,Pole Emploi Jolimont,,31500,,,,,,,Pôle Emploi,,,
RH_fiche_358_,,,31,Toulouse,Mediathèque Serveyrolles,,31500,,,,,,,,,,
RH_fiche_359_,,,31,Toulouse,Point Information Jeunesse Jolimont,,31500,,,,,,,,,,
RH_fiche_360_,,,31,Toulouse,PRCP,,,2 allée du vignemale,,,,,,Association,05 61 15 43 44,prcp@wanadoo.fr,
RH_fiche_361_,,,31,Toulouse,Apprentis d'Auteuil,,,,,,,,,Association,,,
RH_fiche_362_,,,31,Toulouse,Ensemble à tout âge,,,,,,,,,Association,,,
RH_fiche_363_,,,31,Toulouse,ADVITAM,,,,,,,,,Association,,,
RH_fiche_364_,,,31,Toulouse,Association,,,,,,,,,Association,,,
RH_fiche_365_,,,31,Toulouse,CHRS de Fages,,,,,,,,,Association,,,
RH_fiche_366_,,,31,Toulouse,ADPAM,,,,,,,,,Association,,,
RH_fiche_367_,,,31,Toulouse,CSF Le Cabri,,,,,,,,,Association,,associationlecabri@laposte.net,
RH_fiche_368_,,,31,Toulouse,Bell’Arc en Ciel,,,,,,,,,Association,,bellarcenciel@wanadoo.fr ,
RH_fiche_369_,,,31,Toulouse,APSAR,,,,,,,,,Association,05 61 58 24 63,,
RH_fiche_370_,,,31,Toulouse,A.I.R.S,,,,,,,,,Association,09 71 30 75 86,,
RH_fiche_371_,,,31,Toulouse,Tisseo ?,,,,,,,,,Entreprise,,,
RH_fiche_372_,,,31,Toulouse,Accueil Amouroux,,,,,,,,,Mairie,,accueil.amouroux@mairie-toulouse.fr ,
RH_fiche_373_,,,31,Toulouse,Accueil Soupetard,,,,,,,,,Mairie,,Accueil.SOUPETARD@mairie-toulouse.fr,
RH_fiche_374_,,,31,Toulouse,Maison de la citoyenneté Est,,,,,,,,,Mairie,,Mdc.Est@mairie-toulouse.fr,
RH_fiche_375_,,,31,Toulouse,Maison de la citoyenneté Nord,,,,,,,,,Mairie,,mdc.nord@mairie-toulouse.fr,
RH_fiche_376_,,,31,Toulouse,Maison de la citoyenneté Rive Gauche,,,,,,,,,Mairie,,mdc.rive-gauche@mairie-toulouse.fr,
RH_fiche_377_,,,31,Toulouse,Maison de la citoyenneté Sud Est,,,,,,,,,Mairie,,mdc.sud-est@mairie-toulouse.fr,
RH_fiche_378_,,,31,Toulouse,Point Information Mairie Serveyrolles,,,,,,,,,Mairie,05 61 22 22 39 ,,
RH_fiche_379_,,,31,Toulouse,Association Lieu Ressource Formation (LRF),,,,,,,,,,,,
RH_fiche_380_,,,31,Toulouse,Planning Familial,,,,,,,,,,,,
RH_fiche_381_,,,31,Toulouse,Club de Prévention ASETE,,,,,,,,,Collectivites,,,
RH_fiche_382_,,,31,Toulouse,Bibliothèque Roseraie,,,,,,,,,,,,
RH_fiche_383_,,,31,Toulouse,NB Com',,,,,,,,,,,,
RH_fiche_384_,,,31,Toulouse,CRIJ,,,,,,,,,Collectivites,,,
RH_fiche_385_,,,31,Toulouse,SAVIM,,,,,4332049,0 37906,,,,,,
RH_fiche_386_,,,31,Toulouse,ASETE,,,,,,,,,,,,
RH_fiche_387_,,,31,Toulouse,Mairie annexe Roseraie,,,,,,,,,,05 31 22 93 10,,
RH_fiche_388_,,,31,Toulouse,Mairie annexe Bonnefoy,,,,,,,,,,05 61 22 22 32,,
RH_fiche_389_,,,31,Toulouse,Cap Nomade,,,,,,,,,Association,     06 01 99 36 23 ou 09 50 94 58 16,capnomade@gmail.com,http://www.capnomade.org/formations/
RH_fiche_390_,,,31,TOULOUSE,ESPACE PUBLIC NUMERIQUE DE RANGUEIL / EMPALOT,,31400,115  rue Bonnat,,,,PRV. ASSOCIATION,AVENIR - NOUVELLE MAISON DES CHOMEURS,,05.82.95.16.70,avenir.toulouse@wanadoo.fr,
RH_fiche_391_,,,31,TOULOUSE,FA SOL MI,,31200,1  rue Van Dyck,,,,PRV. ASSOCIATION,LA FABRIQUE SOLIDAIRE DES MINIMES,,05 67 00 66 73 - 06 26 92 28 59,direction@lafabriquesolidaire.org,
RH_fiche_392_,,,31,TOULOUSE,LA CANTINE QUAI DES SAVOIRS,,31000,39 Allées Jules Guesdes,,,,PRV. ASSOCIATION,LA MELEE,,06 07 05 19 70,p.cointepas@lamelee.com,
RH_fiche_393_,,,31,TOULOUSE,NOVA MELEE AUBUISSON,,31000,27 Rue d’Aubuisson,,,,PRV. ASSOCIATION,LA MELEE,,06 07 05 19 70,p.cointepas@lamelee.com,
RH_fiche_394_,,,31,TOULOUSE,EMERGENCE PLUS - DYNAMIQUE TOULOUSE NORD,,31200,2 rue Ernest Renan,,,,PRV. ASSOCIATION,EMERGENCE PLUS,,05 34 51 63 70,contact@emergence-plus.com,
RH_fiche_395_,,,31,TOULOUSE,ARTILECT,,31300,27 bis allée Maurice Sarraut,,4338676,0 054881,PRV. ASSOCIATION,ASSOCIATION ARTILECT,,,nicolas.lassabe@artilect.fr,
RH_fiche_396_,,,31,TOULOUSE,FABLAB LE PROPULSEUR,,31400,39 Allées Jules Guesde,,,,PRV. ASSOCIATION,ASSOCIATION SCIENCES ANIMATION,,,johan.langot@science-animation.org,
RH_fiche_397_,,,31,TOULOUSE,ETINCELLE COWORKING TOULOUSE,,31300,2  rue d'Austerlitz,,4375719,0 301926,PRV. SARL,SARL ETINCELLE TOULOUSE,,05 64 88 01 30 - 06 25 02 44 11,sebastien@etincelle-coworking.com,
RH_fiche_398_,,,31,TOULOUSE,Ô LOCAL,,31500,8  impasse Bonnet,,438682,1500555,PRV. SAS,NOFOMO,,09 52 91 10 10 - 06 49 88 39 79,contact@olocal.fr,
RH_fiche_399_,,,31,TOULOUSE,HARRYCOW,,31000,13 rue Sainte Ursule,,,,PRV. SAS,HARRYCOW,,06 75 43 56 69,harry.coworking@gmail.com,
RH_fiche_400_,,,31,TOULOUSE,TL LES IMAGINATIONS FERTILES,,31300,27 bis Allées Maurice Sarraut,,,,PRV. SCIC,LES IMAGINATIONS FERTILES,,06 75 55 72 08,a.gaigneux@imaginationsfertiles.fr,
RH_fiche_401_,,,31,Tournefeuille,Mediatheque Tournefeuille,,31170,3 impasse Max Baylac,,,,,,Mairie,05 62 13 21 78,ecm@mairie-tournefeuille.fr,http://www.mairie-tournefeuille.fr/
RH_fiche_402_,,,31,Tournefeuille,AGEAH - Maison des Associations Tournefeuille,,,,,,,,,,,,
RH_fiche_403_,,,65,TRIE SUR BAISE,Coteaux,PETR des coteaux,65220,31 Place de la Mairie,,,,,,Collectivité,,pointpublic.coteaux@orange.fr,
RH_fiche_404_,,,65,Trie sur baïse,EPI de Trie sur Baïse,,65220,,,,,,,,,epi.trie@wanadoo.fr,
RH_fiche_405_,,,30,UZES,LE 21,,30700,,,,,PRV. ASSOCIATION,,,04 66 03 00 00,contact@le21-asso.fr,
RH_fiche_406_,,,12,VABRES L ABBAYE,TL L'OUSTALOU A VABRES ABBAYE,,12400,21 Avenue du Pont Vieux,,,,PUB. EPCI,CC DU SAINT AFFRICAIN,,05 65 99 49 56,e.condamines@cc-saintaffricain.fr,
RH_fiche_407_,,,30,VAL D'AIGOUAL,LA FILATURE DU MAZEL,,30570,,,,,PRV. ASSOCIATION,,,06 32 59 68 85,lafilaturedumazel@gmail.com,
RH_fiche_408_,,,82,VALENCE D'AGEN,FABLAB 2 RIVES,,82400,29 avenue Jean Baylet,,,,PRV. ASSOCIATION,ASSOCIATION CORFI DES 2 RIVES,,,avaleye@mefi-2rives.fr,
RH_fiche_409_,,,82,Valence d'Agen,FABLAB LAB.2R,,82400,,,,,PRV. ASSOCIATION,CENTRE D'ORGANISATION ET RESSOURCES POUR LA FORMATION ET INTERNET,,04 67 57 04 50 -06 03 53 73 27,corfi-2rives@wanadoo.fr,
RH_fiche_410_,,,31,Venerque,Service Jeunesse Léo Lagrange Venerque,,31810,14  avenue du Mont Frouzi,,,,,,Mairie,,,https://www.facebook.com/Service-Jeunesse-CCLAG-177831365607843/
RH_fiche_411_,,,48,VENTALON EN CEVENNES,TIERS LIEU DE L'ESPINAS,,48160,Route des Crêtes,,,,PRV. ASSOCIATION,ASSOCIATION EPI DE MAINS,,07 83 66 32 35,epidemains@yahoo.fr,
RH_fiche_412_,,,65,Vic en bigorre,Maison des Jeunes et de la Culture,,65500,17 Rue Barère de Vieuzac,,,,,,FIGO Centre social,05 62 31 61 00 / 06 52 96 20 05,,www.mjcvic.fr
RH_fiche_413_,,,65,VIC EN BIGORRE,Vic-en-Bigorre,CC Adour Madiran,65500,21 Place du Corps Franc Pommies,,,,,,Collectivité,,,
RH_fiche_414_,,,32,Vic Fezensac,Vic Accueil,,32190,13 Rue Jean Jaurès,,,,,,FIGO Centre social,,,http://www.vic-accueil.fr
RH_fiche_415_,,,32,VIC FEZENSAC,Artagnan en Fezensac,Communauté de Communes Artagnan en Fezensac,32190,18 Rue des Cordeliers,,,,,,Collectivité,,ccommunes.dartagnan.fezensac@wanadoo.fr,
RH_fiche_416_,,,31,VILLEMUR SUR TARN,Val Aïgo - Villemur-sur-Tarn,Communauté de communes Val'Aïgo,31340,2 avenue Saint Exupéry,,,,,,Collectivité,,cias@valaigo.fr,
RH_fiche_417_,,,31,,Association Diapason,,31100,,,,,,,,,,
RH_fiche_418_,,,31,,Foyer Jeune Travailleur Jolimont,,31500,,,,,,,,05 34 30 42 80 ,,
RH_fiche_419_,,,31,,Adens,,,,,,,,,Entreprise,,,http://adens.org/qui-sommes-nous/
RH_fiche_420_,,,31,,Point info famille,,,,,,,,,,,,
RH_fiche_421_,,,31,,DigiJeunes,,,,,,,,,,,,
RH_fiche_422_,,,31,,centre culturel des chamois,,,,,,,,,Centre social,,accueil.chamois@mairie-toulouse.fr,
RH_fiche_423_,,,31,,TO7,,,,,,,,,Association,,to7@to7.org,
RH_fiche_424_,,,31,,Pavillon Sauvages,,,,,,,,,,,,
RH_fiche_425_,,,11,,Event Orizon,,,,,,,,,,,,
RH_fiche_426_,,,11,,Tiers-lieu « l’oppidum »,,,,,,,,,,, epops-biodiversite@laposte.net,
RH_fiche_427_,,,11,,MEDIATHEQUE GRAIN D’SEL,,,,,,,,,,,mediatheque@caracassonne-agglo.fr,
RH_fiche_428_,,,11,,Maison de Services au Public de Chalabre,,,,,,,,,MSAP,,msap.chalabre@laposte.fr,
RH_fiche_429_,,,11,,Maison de Services au Public d’Axat,,,,,,,,,MSAP,,msap.axat@laposte.fr,
RH_fiche_430_,,,11,,Maison de Services au Public de Belcaire,,,,,,,,,MSAP,,msap.belcaire@laposte.fr,
RH_fiche_431_,,,11,,Maison de Services au Public de Belvèze-du-Razès,,,,,,,,,MSAP,,msap.belveze-du-razes@laposte.fr,
RH_fiche_432_,,,11,,Maison de Services au Public de Couiza,,,,,,,,,MSAP,,msap.couiza@laposte.fr,
RH_fiche_433_,,,11,,Maison de Services au Public de Villasavary,,,,,,,,,MSAP,,mairie-de-villasavary@wanadoo.fr,
RH_fiche_434_,,,11,,Maison des Potes,,,,,,,,,,,mdpnarbonne11@gmail.com,
RH_fiche_435_,,,11,,L'Arche,,,,,,,,,,,arche.narbonne@gmail.com,
RH_fiche_436_,,,11,,Centre Social et Culturel NELSON MANDELA,,,,,,,,,Centre social,,centresocialnarbonne@gmail.com,
RH_fiche_437_,,,11,,EPN Ecole de la seconde chance,,,,,,,,,,,,
RH_fiche_438_,,,11,,MAISON DIGITALE DU CIDFF,,,,,,,,,,,lri.narbonne@cidff.fr,
RH_fiche_439_,,,11,,LA BULLE DU WEB (WAW-coworking)),,,,,,,,,,,hello@labulleweb.com,
RH_fiche_440_,,,11,,INESS GRAND NARBONNE,,,,,,,,,Collectivites,,service.accueil-iness@legrandnarbonne.com,
RH_fiche_441_,,,11,,Ecole de la 2ème Chance Régionale ,,,,,,,,,,,er2c@ligue11.org,
RH_fiche_442_,,,11,,Maison de services au public Caunes-Minervois ,,,,,,,,,MSAP,,msap.caunes-minervois@laposte.fr,
RH_fiche_443_,,,11,,Maison de services au public Durban-Corbières,,,,,,,,,MSAP,,msap.durban-corbieres@laposte.fr,
RH_fiche_444_,,,11,,Office de Tourisme Intercommunal au Cœur des Collines Cathares,,,,,,,,,Collectivites,,tourisme@ccplm.fr ,
RH_fiche_445_,,,11,,Médiathèque Municipale de Palaja,,,,,,,,,,,,
RH_fiche_446_,,,11,,Médiathèque d'Alzonne,,,,,,,,,,,mediatheque@carcassonne-agglo.fr,
RH_fiche_447_,,,11,,Maison de services au public - Piemont d'Alaric,,,,,,,,,MSAP,,msap@piemont-alaric.fr,
RH_fiche_448_,,,11,,Le Chai : Espace culturel,,,,,,,,,,,lechai@piemont-alaric.fr,
RH_fiche_449_,,,11,,Mairie d'Axat,,,,,,,,,,,mairie.axat@axat.fr,
RH_fiche_450_,,,11,,Mairie d'Axat,,,,,,,,,,,communication@axat.fr,
RH_fiche_451_,,,11,,Médiathèque du Pays de Sault,,,,,,,,,,,media.espezel@gmail.com,
RH_fiche_452_,,,11,,Bibliothèque Municipale de Chalabre,,,,,,,,,,,epn@pyreneesaudoises.fr,
RH_fiche_453_,,,11,,Médiathèque d'Espéraza,,,,,,,,,,,bibliotheque_esperaza@Yahoo.fr,
RH_fiche_454_,,,11,,Maison de services au public POM'S de Villerouge-Termenès,,,,,,,,,MSAP,,poms.villerouge@orange.fr,
RH_fiche_455_,,,11,,Maison de services au public Tuchan,,,,,,,,,MSAP,,msap.tuchan@laposte.fr,
RH_fiche_456_,,,11,,Médiathèque de Trèbes,,,,,,,,,,,bibliotheque-trebes@wanadoo.fr,
RH_fiche_457_,,,11,,Médiathèque de Saint-Laurent de la Cabrerisse,,,,,,,,,,,mediathequeslc11@orange.fr,
RH_fiche_458_,,,11,,Médiathèque Milcom de Saint-André de Roquelongue,,,,,,,,,,,mediatheque-st-andre@wanadoo.fr,
RH_fiche_459_,,,11,,Espace Public Numérique de la MLIDR11 Limoux,,,,,,,,,,,mli.dr11@wanadoo.fr,
RH_fiche_460_,,,11,,Maison de services au public POM'S Laroque de Fa,,,,,,,,,MSAP,,poms.laroquedefa@orange.fr,
RH_fiche_461_,,,11,,Maison de services au public POM'S de Lanet,,,,,,,,,MSAP,,poms.lanet@orange.fr,
RH_fiche_462_,,,11,,ADHCo Centre Social,,,,,,,,,Centre social,,adhco.developpement@orange.fr,
RH_fiche_463_,,,11,,Maison de services au public POM'S de Mouthoumet,,,,,,,,,MSAP,,poms.mouthoumet@orange.fr,
RH_fiche_464_,,,11,,Maison de services au public POM'S de Félines-Termenès,,,,,,,,,MSAP,,poms.felines@orange.fr,
RH_fiche_465_,,,11,,Maison de services au public POM'S de Davejean,,,,,,,,,MSAP,,poms.davejean@orange.fr,
RH_fiche_466_,,,11,,Mission Locale Ouest Audois,,,,,,,,,,,accueil.castelnaudary@mloa.fr,
RH_fiche_467_,,,11,,Médiathèque Georges Canguilhem,,,,,,,,,,,mediatheques@cccla.fr ,
RH_fiche_468_,,,11,,Espace de co-oworking : L'Alpha'[R],,,,,,,,,,,rmine@carcassonne-agglo.fr,
RH_fiche_469_,,,11,,Ateliers Canopé,,,,,,,,,,,contact.atelier11@reseau-canope.fr,
RH_fiche_470_,,,11,,Maison de services au public POM's de Bouisse,,,,,,,,,MSAP,,poms.bouisse@orange.fr,
RH_fiche_471_,,,11,,Mediatheque Milcom de Boutenac,,,,,,,,,Collectivités,,,
RH_fiche_472_,,,32,,Cultures portes de gascogne,,,,,,,,,Association,,,
RH_fiche_473_,,,32,,Kopané,,,,,,,,,,,,
RH_fiche_474_,,,32,,Accueil jeunes de Gimont,,,,,,,,,,,,
RH_fiche_475_,,,,,, Gestion : CCAS de Fleurance,,,,,,,,,,,
RH_fiche_476_,,,,,, Gestion : CCAS de Lectoure,,,,,,,,,,,
RH_fiche_477_,,,,,ASSOCIATION SCIENCE ANIMATION,,,,,,,,ASSOCIATION SCIENCES ANIMATION,,,,
